username,tweetcreatedts,text
hpoer44,2023-01-20 15:33:41+00:00,"PKB resmi mendukung masa Jabatan Kepala Desa menjadi 9 Tahun
#pkbuntukdesa 
#GusMuhaimin https://t.co/S7sjMpxv1L"
budiwidagdo2,2023-01-20 15:24:44+00:00,"@keuangannews_id Gubernur pemenang pilkada yg jelas2 memiliki legitimasi rakyat dipaksa ganti oleh PJ dengan alasan habis masa jabatan, kepala desa yg karyawan karir, walau tanpa legitimasi malah diperpanjang? 
Sepertinya kementrian terkait sedang ancang2 untuk curangi pilpres 2024"
kevynsaverio,2023-01-20 15:22:22+00:00,@QianzyZ Aku jg menolak dan tdk ada urgensinya perpanjang masa jabatan kepala desa
wawanzrc,2023-01-20 15:03:33+00:00,@CNNIndonesia Ntah atas dasar apa sehingga kepala desa ingin masa jabatan 9 tahun padahal presiden saja yg jabatan tertinggi di negara ini cuma 5 tahun masa jabatannya. Mestinya jbtan kades 4 tahun aja
MohArifWidarto,2023-01-20 14:59:52+00:00,"Amerika Serikat, negara sebesar itu, presidennya masa jabatan hanya 4 tahun. Presiden RI, masa jabatannya 5 tahun. Bisa-bisanya kepala desa diberi masa jabatan 6 tahun masih kurang dan minta diperlanjang jadi 9 tahun.

Apakah desa lebih besar dari RI atau AS?

#mikir"
chairulogri,2023-01-20 14:48:53+00:00,"Apresiasi desa atas persetujuan Fraksi PKB terkait masa jabatan kepala desa dari 6 tahun menjadi 9 tahun
@baGUSMUHAIMIN24 
@Mursyidan10 https://t.co/JP7ov3x6Ny"
SantangSidiq,2023-01-20 14:42:11+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/oWIp39BX6P"
Nazwar30452713,2023-01-20 14:41:20+00:00,"6 thn saja sdh cukup, melebihi masa jabatan presiden 5 thn. Ini koq minta 9 thn.Seharusnya mendagri buat peraturan bhw setiap dua thn dilakukan evaluasi thd kepala desa. Jika kinerjanya jelek digantikan oleh calon kades urutan kedua dan seterusnya (yg tdk terpilih pd pilkades)."
bisot,2023-01-20 14:34:59+00:00,"Bupati juga pas pilkada rungseb gak minta nambah panjang masa jabatan, kepala desa 9 tahun? Gak sekalian minta seumur idup?"
Aderizqi16,2023-01-20 14:34:09+00:00,"Aspirasi masa jabatan kepala Desa menjadi 9 Th Semoga Terkabul, 
#PKBBersamaKades 
#GusMuhaimin https://t.co/oRUfUGR0cB"
AgusHerd,2023-01-20 14:31:34+00:00,"Kita harus menuntut argumentasi bung  @budimandjatmiko soal tuntutan penambahan masa jabatan kepala desa krn bung budiman sepertinya menyetujui juga. Bahkan jauh sebelum aksi demostrasi kepala desa, Budiman sudah bicara akan ada revisi terbatas UU Desa."
mappa_irham,2023-01-20 14:24:57+00:00,"Serah Terima Dukungan Kepala Desa terhadap Praksi PKB dalam membahas UU Desa tahun 2014 yang salah satunya perpanjangan Masa jabatan kepala Desa selama 9 tahun
@Gusmuhaimin https://t.co/btKbtFZ5Pt"
mappa_irham,2023-01-20 14:21:53+00:00,"Apresiasi Kepala Desa oleh praksi PKB dalam pembahasan UU Desa tahun 2014 terkait perpanjangan masa jabatan Kepala Desa
@GusMuhaimin https://t.co/fx1DiRVYgN"
NasibRiyono,2023-01-20 14:18:40+00:00,"Penyerahan Dokumen Surat Dukungan Fraksi PKB Terkait Masa Jabatan Kepala Desa Dari 6 Tahun menjadi 9 Tahun
PKB Untuk Desa
Gus Muhaimin https://t.co/pRWJIe6oMp"
nakKampungSini,2023-01-20 14:11:25+00:00,"@CNNIndonesia Rezim anti Demokrasi ingin tetap berkuasa.
Jika ingin perbaikan demokrasi bukan perpanjangan masa jabatan Kepala Desa, tapi perubahan Lurah dan camat bukan ditunjuk oleh Wali kota tapi melalui pemilihan umum juga. Baru itu untungkan rakyat. Bukan menguntungkan timsukses."
IanLaukon,2023-01-20 14:10:36+00:00,Pemerintah Desa kec. PP Aru Kab. Kep Aru Memberikan Apresiasi kepada Pemerintah Pusatterutama Fraksi PKB DPR RI untuk Mengawal Perubahan UU No 6 Tahun 2014 tentang Desa terkait masa jabatan kepala Desa dari 6 tahun menjadi 9 tahun. https://t.co/PPovQ6T7Ki
Patiroyroi,2023-01-20 14:09:16+00:00,"serah Terima surat pernyataan FPKB dalam memperjuangkan masa bhakti atau masa jabatan kepala desa dari 6 tahun menjadi 9 tahun
@cakimiNOW
@menteridesa https://t.co/RvuTcvbczR"
sarjino090,2023-01-20 14:02:59+00:00,"SETUJUKAH AND PERPANJANGAN MASA JABATAN KEPALA DESA DARI 6 TAHUN MENJADI 9 TAHUN ?

- Sangat Tidak Setuju - 38.6%
- Setuju - 32.3%
- Tidak Setuju - 29.2%

Total suara: 7965

Berikan suara anda, klik link
https://t.co/w98smYOYPY"
Darwis1979,2023-01-20 13:56:45+00:00,Dukungan Penuh Terhadap FPKB terkait Masa Jabatan Kepala Desa dari 6 Tahun Menjadi 9 Tahun dalam 1 Periode. https://t.co/rLMDXeUd8E
RomanRa49700752,2023-01-20 13:44:29+00:00,"Apresiasi Kepala Desa Kepada PKB Atas Perjuangannya Menyepakati Masa Jabatan Kades dari 6 Tahun Menjadi 9 Tahun.
Mantap PKB
@gusmuhaimin https://t.co/RlRIIDHFDe"
Marzuki77329885,2023-01-20 13:44:14+00:00,"Pemerintah Desa mendukung amandemen UUDesa No.6 Thn 2014, dari masa jabatan Kepala Desa 6 Tahun menjadi 9 Tahun.
#PKBUntukDesa
#GusMuhaimin
@cakiminNow
@DPP_PKB
@Jazilul_Fawaid
@zainul_munas
@SukoyoKasekpro
@Brigade01Arwan1
@Yusrikasem1
@tppkemendes
@Mursyidan11
@zakaria_hmy https://t.co/atRsnMZypf"
SazaliSofyan,2023-01-20 13:37:17+00:00,"“Masa jabatan Perangkat Desa tak bisa disamakan dengan masa jabatan Kades karena posisinya berbeda. Posisi kepala desa (kades) adalah jabatan politik, sementara Perangkat Desa bukan jabatan politik,” kata Muhaimin
PKB Untuk Desa
Gus Muhaimin"
SazaliSofyan,2023-01-20 13:35:43+00:00,"Ketua Umum PKB, Abdul Muhaimin Iskandar menegaskan, pihaknya mendukung penuh perjuangan Kepala Desa terkait penambahan masa jabatan dari enam tahun menjadi sembilan tahun dalam satu periode dengan batasan maksimal dua periode
PKB Untuk Desa
Gus Muhaimin"
PangginggiNd,2023-01-20 13:35:23+00:00,"PKB Untuk Desa
Gus Muhaimin

PKB Dukung Penambahan Masa Jabatan Kepala Desa 
#PKBBersamaKades
#GusMuhaimin
@cakimiNOW 
@EmHasanuddin 
@DPP_PKB 
@SyaifulHooda 
@abangdipo 
@imansyukri 
@malik_haramain
@BagusMuhaiminS1"
widadiks,2023-01-20 13:33:15+00:00,"PKB untuk desa Penyerahan dokumen bukti dukungan fraksi PKB terhadap brubahm masa jabatan kepala desa menjadi 9 tahun

Gus muhaimin https://t.co/WcMdiGAPp5"
ecosocrights,2023-01-20 13:22:11+00:00,"Alih2 mengoreksi penyelewengan pelaksanaan UU Desa &amp; memperbaiki kelemahan substansi UU Desa ke arah penguatan demokratisasi di pedesaan, PDIP dan Presiden @jokowi justru mendukung tuntutan para kepala desa utk memperpanjang masa jabatan menjadi 9 th."
de_folder,2023-01-20 13:21:52+00:00,"Rakyat desa belum tentu setuju perpanjangan masa jabatan kepala desa, apalagi kalo sang kepala desa bikin rakyat desa merasa capedeh 😋"
EkoBudi63279031,2023-01-20 13:17:29+00:00,"@AH_SiregarXIX @jokowi @mohmahfudmd Pendapat saya semua jabatan politik, baik Presiden, Gubernur, Bupati, Walikota, Kepala Desa, Anggota DPR, Anggota DPRD Propinsi, Anggota DPRD Kabupaten/Kota, Anggota DPD maks. 2 x 5 tahun. Semakin panjang masa jabatan , semakin besar tindakan penyelewengan jabatan."
echi_rusman,2023-01-20 13:17:02+00:00,@KhuawNgura Terlepas Pro Kontra yg ada saya Pikir memang Baiknya di perpanjang masa Jabatan Kepala Desa supaya lebih Mantap Membangun Desanya Masing2
Azhar_k18,2023-01-20 13:14:08+00:00,"Politisi Partai Demokrasi Indonesia Perjuangan (PDI-Pl) Budiman Sudjatmiko bertemu Presiden Joko Widodo di Istana Kepresidenan, Jakarta, Selasa (17/1/2023).

Budiman mengaku datang memenuhi undangan dari Presiden untuk membicarakan soal masa jabatan kepala desa. https://t.co/Mias5J4mIa"
tiaphariKRLan,2023-01-20 13:11:33+00:00,"@NyakBanda Bukan hanya pemimpin kepala desa saja pak, tapi para pegawai kelurahan juga perlu reshuffle per masa jabatan, soalnya di desa saya kantor kepala desa justru kebanyakan dikuasai oleh orang-orang lama yang kemudian tdk ada kesempatan utk anak-anak baru untuk menggantikan posisi mrk"
BantenNews_coid,2023-01-20 13:07:25+00:00,Dewan Lebak Tolak Keras Perpanjangan Masa Jabatan Kepala Desa https://t.co/Agw1kIos11
Rabiatun280771,2023-01-20 13:06:55+00:00,"Apresiasi Kepala Desa Pompa Air terhadap Fraksi PKB atas dukungannya mengupayakan revisi UU Desa terkait perpanjangan masa jabatan Kepala Desa. Semula 6 tahun menjadi 9 Tahun
#PKBBersamaKades 
#GusMuhaimin https://t.co/a008fgXthT"
ShapeSulaiman,2023-01-20 13:05:54+00:00,"Kades apresiasi kepada fraksi PKB terhadap masa jabatan kades 9 tahun
PKB bersama Kepala desa
Gus Muhaimin https://t.co/V5OmSjN26m"
pitalokarashmi,2023-01-20 13:05:21+00:00,"Jabatan Kepala Desa yg semula 6 tahun tuk 3 kali masa jabatan, diusulkan jd 9 tahun 2 kali masa jabatan https://t.co/LWHW9LXXgH"
Ta_Kresna,2023-01-20 13:04:53+00:00,Semangat 9 tahun masa jabatan Kepala desa https://t.co/QRuyoUVEuo
masboz271168,2023-01-20 13:03:55+00:00,"PKB untuk Desa
Gus Muhaimin dengan Fraksi PKB mendukung penuh aspirasi kades se Indonesia. Revisi Masa Jabatan Kepala Desa 6 tahun menjadi 9 tahun. https://t.co/cuWmqbGjKz"
yoyonyordi,2023-01-20 12:53:36+00:00,"SETUJUKAH ANDA PERPANJANGAN MASA JABATAN KEPALA DESA DARI 6 TAHUN MENJADI 9 TAHUN

- Sangat Tidak Setuju - 48.9%
- Tidak Setuju - 35.8%
- Setuju - 15.4%

Total suara: 5263

Berikan suara anda, klik link
https://t.co/IxezELAda9"
bhp_semarang,2023-01-20 12:48:59+00:00,"Mau Tahu Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa https://t.co/3Fk3Z9KKyO 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #KemenkumhamRI #Twitter #KanwilKemenkumhamJateng #AYuspahruddin #berita"
nasrulalhadi,2023-01-20 12:47:39+00:00,"PKB untuk Desa
Siap mengawal perubahan masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun.

Partai yang diketuai oleh Gus Muhaimin itu secara konsisten selalu membersamai Desa https://t.co/iZ18ly4msG"
Muhamad58264227,2023-01-20 12:45:35+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
#PKBBersamaKades
#GusMuhaimin https://t.co/TlNuR8YRDO"
MochammedFadil,2023-01-20 12:42:36+00:00,"Apresiasi kepala desa kepada PKB  dalam memperjuangkan perubahan UU Desa Masa jabatan 6 tahun menjadi 9 tahun 

#PKBUntukDesa
#GusMuhaimin https://t.co/GFz9mJZMwg"
masbrosrg,2023-01-20 12:42:24+00:00,"Apresiasi dari salah satu kepala desa dikabupaten serang kepada fraksi PKB atas dukungannya atas aspirasi untuk memaksimalkan masa jabatan kepala desa.

PKB untuk Desa
Gus muhaimin https://t.co/dEIrLvy35b"
PutriJassmiin,2023-01-20 12:37:55+00:00,"PKB mengawal  aspirasi kepala desa..
Serta mendukung kebijakan masa jabatan 6 tahun menjadi 9 tahun. https://t.co/gx9EeR3qfr"
rafifebri4,2023-01-20 12:34:25+00:00,"PKB Untuk Desa
Gus Muhaimin
9 tahun masa jabatan kepala desa https://t.co/9mObPoo5Dl"
kompasiana,2023-01-20 12:32:45+00:00,"Tuntutan untuk menambah masa jabatan Kepala Desa menjadi hal yang berbahaya, sebab jika sebuah jabatan kepemimpinan dipegang satu orang dalam waktu yang lama maka akan muncul perasaan dalam dirinya seolah-olah memiliki daerah itu secara pribadi. #Headline 
https://t.co/TxXFtxgjL2"
AkmalbinYS,2023-01-20 12:31:13+00:00,"Apresiasi Kades Ladang Peris terhadap FPKB atas dukungannya mengupayakan revisi UU Desa terkait perpanjangan masa jabatan Kepala Desa.
#PKBBersamaKades 
#GusMuhaimin https://t.co/UIh6S8T11M"
herry_zudianto,2023-01-20 12:28:21+00:00,@OposisiCerdas Wah salah tulis status nih .... yg benar : Perpanjangan masa jabatan Kepala Desa
AkmalbinYS,2023-01-20 12:27:04+00:00,Apresiasi Kades Ladang Peris terhadap FPKB atas dukungannya mengupayakan revisi UU Desa terkait perpanjangan masa jabatan Kepala Desa https://t.co/4wk0Kv3KUe
ochatitiluan,2023-01-20 12:24:55+00:00,"Suksesi masa jabatan kepala desa 6 tahun menjadi 9 tahun, berjuang bersama PKB https://t.co/A2MpRJZgJ0"
YaminBosTambang,2023-01-20 12:22:51+00:00,"Fraksi PKB DPR RI Berkomitmen memperjuangkan perubahan masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun.
#PKBUntukDesa
#GusMuhaimin https://t.co/wDO3Od7geW"
Darisrizal06,2023-01-20 12:21:29+00:00,"@Bons631 @joserasyid Kepala desa tidak pantas di jabat terlalu lama, jabatan kepala desa itu sarangnya koruptor level bawah. Di jawa, mau jd kepala bisa menghabiskan ratusan jga, kalau mau balik modal..maka cara satu2 nya menggarong dana desa. Hanya manusia rakus lah yg pengen masa jbtn nya di tambah"
AbdulHa28210306,2023-01-20 12:20:37+00:00,Meperjuangkan Masa Jabatan Kepala Desa Dari Masa Jabatan 6 Tahun Menjadi Masa Jabatan 9 Tahun https://t.co/ycQ6OkaSw5
tribun_PKU,2023-01-20 12:20:32+00:00,"Penggagas rencana perpanjangan masa jabatan kepala desa di Indonesia ternyata bukan orang lain, ia adalah mentri di kabinet Presiden Jokowi.

https://t.co/jqUdRFIRa5"
fathur90656599,2023-01-20 12:19:43+00:00,"@Bagusmuhaimin9 @cakimiNOW @EmHasanuddin @DPP_PKB PKB mantaaap dan sukses telah memperjuangkan aspirasi kepala desa se Indonesia untuk masa jabatan tadinya 6 tahun menjadi 9 tahun selama 2 periode, semoga ini menjadi kesuksesan Partai PKB dalam menghadapi konstentasi politik di tahun 2024, sy yakin PKB Menang, PKB nomor 1"
ayahnyaalifa,2023-01-20 12:19:37+00:00,"@susipudjiastuti Kepala desa kenapa GK pada demo bantu masyarakat pedesaan seperti ini ,  malah minta perpanjangan masa jabatan"
eri_BMM,2023-01-20 12:16:02+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/6g62szsfNU"
agus_rodif,2023-01-20 12:11:32+00:00,"Ucapan yang tulus dari Kepala Desa Gembor atas apresiasi terhadap masa jabatan Kepala Desa agar pengabdian dalam periodenya dapat dimaksimalkan.

PKB untuk Desa 
Gus Muhaimin https://t.co/xZKe0tsfIc"
nu_online,2023-01-20 12:05:32+00:00,Masa jabatan 9 tahun untuk kepala desa dinilai akan membuka peluang besar dalam penyelewengan dana. https://t.co/U8xT9sgQgl
Miftakh1991,2023-01-20 12:05:06+00:00,Dukungan Kepala Desa atas tuntutan FPKB terkait 9th masa jabatan kepala desa.. aemoga cepat terealisasi... https://t.co/38oqY2cjdD
dp02507231,2023-01-20 12:03:41+00:00,"Untuk memaksimalkan kinerja pemerintah desa, maka tepat jika masa jabatan kepala desa adalah  9 tahun

#GusMuhaimin https://t.co/sZu79LHQ3L"
srimeriatika,2023-01-20 12:03:13+00:00,"Kepala Desa Semayang, Kab. Kutai Kartanegara, Kalimantan Timur turut memberikan apresiasi dan mengucapkan terima kasih kepada PKB yang telah mendukung Masa Jabatan 9 Tahun untuk Kepala Desa di Indonesia. https://t.co/BvuTTU8A7i"
sutamibakri,2023-01-20 12:02:40+00:00,@DPP_PKB Semoga Ysulan Masa Jabatan Kepala Desa dari 6 tahun menjadi 9 tahun masuk dalam Prolegnas.....
amrudinnejad_,2023-01-20 12:02:17+00:00,"Dukungan penuh untuk 9 tahun masa jabatan Kepala Desa

PKB Untuk Desa
Gus Muhaimin https://t.co/GJEZhRh315"
EddySiswanto27,2023-01-20 11:56:13+00:00,"PKB Untuk Desa
Gus Muhaimin

PKB Dukung Penambahan Masa Jabatan Kepala Desa 
#PKBBersamaKades
#GusMuhaimin
@cakimiNOW 
@EmHasanuddin 
@DPP_PKB 
@SyaifulHooda 
@abangdipo 
@imansyukri 
@malik_haramain
@BagusMuhaiminS1 https://t.co/IHCi2FUnh0"
PitRiwoe,2023-01-20 11:52:57+00:00,"PKB Untuk Desa
Gus Muhaimin

PKB Dukung Penambahan Masa Jabatan Kepala Desa 
#PKBBersamaKades
#GusMuhaimin
@cakimiNOW 
@EmHasanuddin 
@DPP_PKB 
@SyaifulHooda 
@abangdipo 
@imansyukri 
@malik_haramain
@BagusMuhaiminS1 https://t.co/zyEZcZVUlz"
ajokaltara,2023-01-20 11:50:06+00:00,"Demo Minta Masa Jabatan Ditambah Jadi 9 Tahun, Berapa Gaji Kepala Desa?

Klik untuk baca: https://t.co/ijhBSvFC3v"
RahmatiaSirang,2023-01-20 11:45:42+00:00,"Ucapan terimakasih dari KepalaDesa Koroncia kec.Mangkutana  Kab.Luwu Timur atas dukungan PKB dlm penambahan masa jabatan Kepala Desa menjadi 9 Tahun.
#PKBBersamaKades
#Gusmuhaimin
#LuwuRaya
@cakimiNOW 
@DPP_PKB
 @malik_haramain 
@imansyukri 
@azzameldzikrie
@CardaArtsNFTs https://t.co/T4tIdJMZ3t"
PitRiwoe,2023-01-20 11:42:34+00:00,"PKB Untuk Desa
Gus Muhaimin

PKB Dukung Penambahan Masa Jabatan Kepala Desa 

@cakimiNOW 
@EmHasanuddin 
@DPP_PKB 
@SyaifulHooda 
@abangdipo 
@imansyukri 
@malik_haramain
@BagusMuhaiminS1 https://t.co/Pon1Ar58TW"
ParmanBone191,2023-01-20 11:41:45+00:00,PKB BERSAMA KEPALA DESA MENDUNKUNH MASA JABATAN 9 TAHUN https://t.co/fJVldIBgsh
RahmatiaSirang,2023-01-20 11:41:19+00:00,"Ucapan terimakasih dari KepalaDesa Sindu Agung kec.Mangkutana  Kab.Luwu Timur atas dukungan PKB dlm penambahan masa jabatan Kepala Desa menjadi 9 Tahun.
#PKBBersamaKades
#Gusmuhaimin
#LuwuRaya
@cakimiNOW 
@DPP_PKB
 @malik_haramain 
@imansyukri 
@azzameldzikrie
@CardaArtsNFTs https://t.co/Tguj3qS8Xa"
SyafrianTpp,2023-01-20 11:39:17+00:00,"Dukungan terus berdatangan kepada fraksi PKB untuk merevisi masa jabatan Kades dari 6 tahun menjadi 9 tahun.

Karena dengan memperpanjang masa jabatan kades  dipercaya mampu untuk mengurangi konflik sosial di desa yang diakibatkan oleh Pemilihan Kepala Desa.
#GusMuhaimin https://t.co/CiiIAeMlge"
habibigaga,2023-01-20 11:20:52+00:00,"PKB Bersama Kades.
Kepala Desa Kasano kec. Baras kab. Pasangkayu provinsi Sulawesi Barat, Mengapresiasi Praksi PKB bersama APDESI seluruh Indonesia, atas perjuangannya dalam mendorong masa jabatan kades dari 6 tahun Menjadi 9 tahun... https://t.co/WDjW73vQSk"
nabielnow,2023-01-20 11:19:03+00:00,"..https://t.co/KFO3fMsYvu

Aspirasi seolah disambut dengan sinyal setuju. Isu perpanjangan masa jabatan kepala desa dicurigai untuk kepentingan Pemilu 2024. Kepentingan calon yang mana?"
Brhn_92,2023-01-20 11:18:17+00:00,"@Fahrihamzah @budimandjatmiko Sepertinya yg ada baru ide mengulang sejarah kelam era orde baru,...ide seolah2 hanya masa jabatan 9 tahun yg jadi kunci surga menuju kemajuan pembangunan desa,..kasian mereka kepala desa yg sudah berhasil memajukan desa cukup dgn 6 tahun,mereka tak dijadikan contoh dan referensi"
reptileeunique,2023-01-20 11:16:45+00:00,"Ketua Umum Partai Gerindra, Prabowo Subianto mendukung wacana perpanjangan masa jabatan Kepala Desa (Kades) sampai 9 tahun. #BersatuNegeri #BangkitBersama"
ins_firman,2023-01-20 10:57:36+00:00,"MENDUKUNG MASA JABATAN KEPALA DESA 9 TAHUN.
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 
@cakimiNOW 
@hexa_abid 
@sulsel_01 https://t.co/GPK1J7RMUA"
ins_firman,2023-01-20 10:52:58+00:00,"Kades Pattopakang Kec. Mangarabombang Kab. takalar Provinsi Sulawesi Selatan bersama Fraksi PKB DPR RI Mendukung Masa Jabatan Kepala Desa 9 Tahun
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 
@cakimiNOW 
@sulsel_01 
@hexa_abid https://t.co/7xeFfYDuAx"
ins_firman,2023-01-20 10:51:04+00:00,"Kades Bangae Kec. Mangarabombang Kab. takalar Provinsi Sulawesi Selatan mendukung masa jabatan Kepala Desa 9 Tahun.
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 
@cakimiNOW 
@hexa_abid 
@sulsel_01 https://t.co/OkPqxxMdKG"
abnkgiee,2023-01-20 10:50:25+00:00,Apresiasi kepala desa atas perjuangan partai pkb dalam revisi uu desa no 6 th 2014 dan memerjuangan masa bakti / jabatan kepala desa https://t.co/dtfGF3kEmA
ins_firman,2023-01-20 10:50:13+00:00,"Kades Bontoparang, Kec. Mangarabombang Kab. Takalar Provinsi Sulawesi Selatan bersama Fraksi PKB DPR RI Mendukung masa jabatan Kepala Desa 9 Tahun.
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 
@cakimiNOW 
@hexa_abid 
@sulsel_01 https://t.co/7uGpH2Vp7e"
mpogolkarbinjai,2023-01-20 10:48:48+00:00,"Terima Kepala Desa Purbalingga, Ketua MPR RI Bamsoet Dorong Revisi UU Desa Segera Diselesaikan.

Bambang Soesatyo mendukung perjuangan kepala desa terkait revisi terbatas UU No.6 Tahun 2014 tentang Desa. Khususnya pada pasal 39 terkait perpanjangan masa jabatan kepala desa, https://t.co/gUSWnUhbe7"
merdekadotcom,2023-01-20 10:48:11+00:00,"Apa Untungnya Buat Rakyat Kalau Masa Jabatan Kepala Desa Diperpanjang Jadi 9 Tahun?

https://t.co/g7rbsJyhNH"
SyamMauliddin,2023-01-20 10:47:48+00:00,"Kepala Desa Doda Kec. Sarudu Kab. Pasangkayu Prov. Sulawesi Barat Menyambut Gembira Perjuangan Fraksi PKB Terkait Masa Jabatan Kepala Desa dari 6Tahun Menjadi 9 Tahun.
PKB Untuk Desa
Gus Muhaimin https://t.co/1lDey95LBz"
jpnncom,2023-01-20 10:45:05+00:00,Mahasiswa Tangerang Tolak Perpanjangan Masa Jabatan Kepala Desa #kepaladesa https://t.co/evKNCq7RTO
MasWilopo,2023-01-20 10:43:21+00:00,"@Usuludin321 @FraksiPKB @PartaiGolkar @PDI_Perjuangan @PKSejahtera @PDemokrat @NasDem @Partai_Gelora @Gerindra @PartaiPerindo apa untungnya buat masy desa dng perpanjangan masa jabatan kepala desa? jangan2 ini akal2an menikmari kue dana desa? dibatasi 4-5 thn aja kepala desa, nanti bs mencalonkan lg."
utamabunga12,2023-01-20 10:40:54+00:00,Pernyataan Kepala Desa Mengapresiasi atas perjuangan PKB untuk memperpanjang masa jabatan kepala desa selama 9 tahun. https://t.co/Ctc6Yhr8gM
rusdi_bone,2023-01-20 10:37:08+00:00,"Apresiasi kepala desa melle kec. Dua Boccoe Kab. Bone kepada Fraksi PKB yang telah menerima aspirasi kepala Desa untuk masa jabatan kepala desa 6 tahun menjadi 9 tahun
PKB untuk Desa
Gus Muhaimin https://t.co/VeLBxEeFH5"
sulayman_ramlin,2023-01-20 10:25:35+00:00,"Ucapan apresiasi terhadap fraksi PKB yang telah mengusulkan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun

@BagusMuhaiminS1 
@DPP_PKB 
@cakimiNOW @rmp_officials https://t.co/tqoE0bep7H"
Sitiais97682665,2023-01-20 10:25:31+00:00,Penyerahan berkas kerjasama antara partai PKB dengan perwakilan kades SE indonesia yaitu memfasilitasi dengan tujuan untuk merevisi Undang Undang desa tahun 2014 tentang masa jabatan kepala desa yg awalnya 6 tahun menjadi 9 tahun https://t.co/SPtZJX5AJv
MohArifWidarto,2023-01-20 10:17:04+00:00,"Parpol yang percaya ancaman kepala desa bahwa mereka akan menghabisi parpol yang tidak setuju permintaan perpanjangan masa jabatan kades jadi 9 tahun itu parpol yang mungkin kurang paham kehidupan desa.

Mendukung cakades satu urusan, memilih parpol itu urusan yg lain."
EyZhoel,2023-01-20 10:13:17+00:00,"Penyerahan Surat Pernyataan Pimpinan FPKB Kepada Kepala Desa/Ohoi Ohoiluk, terkait Dukungan FPKB DPR RI Untuk Merevisi UU Desa Pada Prolegnas Prioritas 2023 dan Memperjuangkan Masa Jabatan Kepala Ohoi dari 6 Tahun Menjadi 9 Tahun.
#PKBUntukDesa
#GusMuhaimin https://t.co/HpK0jDwSzu"
AMFuad6,2023-01-20 10:08:12+00:00,@republikaonline Jabatan Kepala desa sebaiknya tetap 6 tahun yang dirubah masa bakti jadi 3 periode agar ada masa rakyat dapat mengevaluasi kinirjanya kalau dia baik tentu akan memilihnya lagi tapi kalau 9 tahun terlalu lama rakyat melakukan evaluasi lewat pemilihan.😭
mderpati,2023-01-20 10:07:53+00:00,"Kini masa jabatan kepala Desa Akan Ditambah hingga 9 Tahun
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#PERPPUCiptaKerjaDukungPertumbuhanEkonomi https://t.co/FUvw8XUofm"
satupersepsi,2023-01-20 10:06:19+00:00,"Berkat PKB dan Gus Muhaimin, Masa Jabatan Kepala Desa 9 tahun bisa diperjuangkan. https://t.co/0fdcSGLoqh"
Emu7715,2023-01-20 10:05:06+00:00,@Fahrihamzah setuju Bung.. tolak masa jabatan 9 tahun itu.. mrk berharap mendulang suara melalui para kepala desa.. mereka pikir rakyat didesa bodoh dan nurut semua dg perintah kepala desa.. yg ada nanti tambah banyak kades yg masuk bui krn arogansi dan keserakahan
syamsulpasaribu,2023-01-20 10:03:57+00:00,"@AH_SiregarXIX @jokowi @mohmahfudmd kalau saya beranalogi ini sama seperti seolah olah kepala pemerintahan demo minta masa jabatan di tambah. padahal yg berdaulatkan rakyat. besok besok adalah pendapat begini ""kepala desa aia 9 tahun, masak kepala negara 5 tahun? lalu terjadilah yg terjadi 😁😁😁"
OnnyBesin93,2023-01-20 10:01:50+00:00,"Apresiasi kepala desa kepada PKB  dalam memperjuangkan perubahan UU Desa Masa jabatan 6 tahun menjadi 9 tahun 

#PKBUntukDesa
#GusMuhaimin https://t.co/ij439Oyyhh"
CNNIndonesia,2023-01-20 10:00:32+00:00,"Para kepala desa menuntut perpanjangan masa jabatan yang sebelumnya enam tahun menjadi sembilan tahun. Menurut pengamat, wacana itu dapat merusak demokrasi. https://t.co/0q3BPyI14Z #Analisis #CNNIndonesia https://t.co/qP0hKjiJpE"
