username,tweetcreatedts,text
UdinNasrudin17,2023-01-20 10:00:14+00:00,"Kepala desa Sukasenang, Dukungan kepada FPKB dalam memperjuangkan masa Jabatan Kepala desa 9 Tahun https://t.co/uhfMtEVsv2"
indozonemedia,2023-01-20 09:59:47+00:00,"Usulan masa jabatan Kepala Desa (Kades) menjadi sembilan tahun masih digodok. Lalu, muncul video menampilkan oknum Kades yang terkesan memberi ancaman dengan nada bercanda soal masalah ini.
https://t.co/0Y4XhhXNun"
yanti_rakhman,2023-01-20 09:59:40+00:00,"Apresiasi Kepala Desa kepada PKB &amp; Gus Muhaimin atas Revisi UU Desa terkait Masa Jabatan Kepala Desa menjadi 9 Tahun

PKB Untuk Desa
Gus Muhaimin

@baGUSMUHAIMIN24
@cakimiNOW
@DPP_PKB https://t.co/HhYYW0eQ37"
kompasiana,2023-01-20 09:55:29+00:00,"Mari cermati alasan betapa pentingnya persiapan menjadi kepala desa dan bukan tentang pentingnya perpanjangan masa jabatan kades #headline
https://t.co/2TJGjbRzQc"
asnawinur8,2023-01-20 09:54:50+00:00,"Penyerahan pernyataan dari Fraksi PKB DPR RI kepada kepala desa untuk mendukung masa jabatan 9tahun
#fraksiPKB 
#GusMuhaimin https://t.co/GLYm2fIL9J"
suparlin_parlin,2023-01-20 09:47:49+00:00,FPKB mendukung masa jabatan kepala Desa dari 6 tahun di perpanjang hingga 9 tahun https://t.co/sdBBUl9E3V
Khamimneutron,2023-01-20 09:46:41+00:00,"Sebagai warga desa, saya keberatan dg tuntutan perpanjangan masa jabatan Kades.
Seberapa besar sih warga desa lain yang setuju dengan perpanjangan masa jabatan kepala desa, dari 6 tahun menjadi 9 tahun ?"
trenggalek,2023-01-20 09:46:37+00:00,"Kepala Desa alias Kades Ngarep Tambah Masa Jabatan, BPD Ngarep Imbuh Tunjangan. Pakar: Ngaca Dulu Deh

#KabarTrenggalek

https://t.co/W6laGG3m1f"
SitaniaNya,2023-01-20 09:41:05+00:00,"Revisi UU Desa
Masa jabatan 6 tahun Kepala Desa Menjadi 9 tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@halimiskandarnu https://t.co/hQayXqb6E9"
BemInzahGenggon,2023-01-20 09:37:51+00:00,"Partai yg mendukung undang-undang tentang masa jabatan Kepala desa 9 tahun, wajib di tenggelamkan tahun 2024
@BEMNUS @BEM_SI"
RNaswinrowo,2023-01-20 09:31:41+00:00,Mendukung Revisi UU Desa Tentang Masa Jabatan Kepala Desa. https://t.co/ArDN7BU7Jb
bas_syahril,2023-01-20 09:30:59+00:00,@NasDem Tolak perpanjangan masa jabatan Kepala desa 9 tahun
emprit3123,2023-01-20 09:28:15+00:00,"Bersama kepala desa seluruh Indonesia mendukung masa jabatan 9 tahun 
PKB Untuk Desa 
Gus Muhaimin https://t.co/1lRN24cIf7"
YusufPareBos,2023-01-20 09:26:50+00:00,"Pemerintah desa mendukung amandemen UUDesa no.6 thn 2014, dari masa jabatan kepala Desa 6 tahun menjadi 9 tahun.
#PKBUntukDesa
#GusMuhaimin https://t.co/77d8s6Iban"
bas_syahril,2023-01-20 09:26:35+00:00,@mardigu024 Tolak perpanjangan masa jabatan Kepala desa 9 tahun
Salam34703472,2023-01-20 09:24:18+00:00,"Alhamdulillah Kepala Desa Karangnangka Kec. Raas Kab. Sumenep Jawa Timur mengapresiasi tentang Usulan Perubahan Masa Jabatan Kades dari 6 Tahun menjadi 9 Tahun
@FraksiPKB https://t.co/oyn8xgd0Ls"
AnisSambi,2023-01-20 09:20:12+00:00,@cakimiNOW @FraksiPKB Kami Dukung atas Revisinya Masa Jabatan Kepala Desa dari 6 Tahun Menjadi 9 Tahun dari Fraksi PKB..Salam Sehat dan Terima Kasih PKB.
Agusjulamsyah2,2023-01-20 09:17:33+00:00,"Perubahan Undang-umdang Desa Nomor 6 Tahun 2014, terutama terkait perpanjangan masa jabatan Kepala Desa dari 6 tahun memjadi 9 tahun.

PKB Untuk Desa
Gus Muhaimin https://t.co/PjOgUhDbT1"
FirwantoKenry,2023-01-20 09:16:45+00:00,PKB Dukung Penambahan Masa Jabatan Kepala Desa https://t.co/xwI6bbY3iL ; ?&gt;
MGumiwang,2023-01-20 09:16:20+00:00,"@susipudjiastuti Daripada perpanjang masa jabatan kepala desa , lebih baik memperhatikan hal2 yg seperti ini. Semoga dengan adanya buk @susipudjiastuti Re-Tweet dapat dibaca oleh pengambil kebijakan ."
umarwir42244569,2023-01-20 09:15:43+00:00,"Dukungan Kepala Desa untuk Memperjuangkan Masa Jabatan Dari Enam Tahun Menjadi Sembilan Tahun.PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@DPP_PKB 
@kemendespdtt 
@imansyukri 
@malik_haramain 
@tppkemendes 
@Nurhamz25186363 
@Sambominanga01 https://t.co/InBHrymCc1"
ParupukP,2023-01-20 09:11:54+00:00,"@BosPurwa Kepala desa nuntut masa jabatan 9  tahun.
Apa masih kurang ya masa 6 tahun untuk makan uang  ADD"
umarwir42244569,2023-01-20 09:10:20+00:00,Dukungan Dan Terimah Kasih Kepada Partai PKB Untuk memperjuangkan Masa Jabatan Kepala Desa Dari Enam Tahun Menjadi Sembilan Tahun https://t.co/dQtVAfi0th
RFatwala,2023-01-20 09:09:49+00:00,"Terima kasih pak Jokowi kini masa jabatan kepala desa akan ditambah hingga 9 Tahun
#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/bsh0lL2Rku"
Arther_harun,2023-01-20 09:06:50+00:00,Membantu mendorong kepala Desa dalam UU Desa tentang masa jabatan Kepala desa dari 6 Tahun menjadi 9 Tahun https://t.co/kPQOKmBhLA
naidiansyah1,2023-01-20 08:59:51+00:00,Apresiasi dari perjuangan 9 Tahun masa jabatan kepala desa https://t.co/Mbchq5F2jp
gus_mulyanash,2023-01-20 08:59:09+00:00,"PKB UNTUK DESA
GUS MUHAIMIN

Aspirasi Perwakilan Kepala Desa se-Indonesia ke Fraksi PKB DPR RI dalam rangka memperjuangkan masa bakti Kades 9 tahun untuk 1 periode masa jabatan 

*Wilujeng semoga berhasil https://t.co/0Mh6KTMY2P"
detikcom,2023-01-20 08:57:51+00:00,Aspirasi seolah disambut dengan sinyal setuju. Isu perpanjangan masa jabatan kepala desa dicurigai untuk kepentingan Pemilu 2024. Kepentingan calon yang mana?  https://t.co/mLUwrmMj4S
MohShaleh5,2023-01-20 08:56:59+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/qQz5RRxXz0"
Indrawa94512025,2023-01-20 08:56:56+00:00,"Dukungan serta apresiasi kepada PKB dan Gus Muhaimin dalam memperjuangkan masa jabatan kepala desa selama 9 Tahun
@cakimiNOW 
@DPP_PKB 
@DPWPKBAceh 
@Mursyidan10 https://t.co/PAcR9c5tne"
Indrawa94512025,2023-01-20 08:56:45+00:00,"Dukungan serta apresiasi kepada PKB dan Gus Muhaimin dalam memperjuangkan masa jabatan kepala desa selama 9 Tahun
@cakimiNOW 
@DPP_PKB 
@DPWPKBAceh 
@Mursyidan10 https://t.co/wSGNPEH2Vo"
MSuyuthi,2023-01-20 08:54:46+00:00,"Respon kepala desa atas perjuangan fraksi PKB DPR RI yg didukung Apdesi seluruh Indonesia  agar masa jabatan Kades dari 6 tahun diperpanjang menjadi 9 tahun. 

PKB untuk Desa
Gus Muhaimin

@cakimiNOW 
@DPP_PKB https://t.co/P1U5gC71TV"
julikusriani1,2023-01-20 08:43:23+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@DPP_PKB
@zainul_munas
@Brigade01Arwan1 
@Mursyidan10 https://t.co/kQcWnEo76o"
ha_handoko11,2023-01-20 08:43:14+00:00,"Apresiasi kepala desa dan ucapan terima kasih atas dukungan aspirasi fraksi PKB masa jabatan kepala desa dari 6 tahun menjadi 9 tahun
#PKBbersamadesa
#gusmuhaimim https://t.co/MiRqJAHDM6"
srimiyarsih,2023-01-20 08:42:43+00:00,"Muastap dan apresiasi kepada PKB atas dukungan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun
PKB untuk desa 
Gus muhaimin"
SyarifuddinBas2,2023-01-20 08:41:33+00:00,Mendukung Masa Jabatan Kepala Desa dari 6 tahun menjadi 9 tahun. https://t.co/MqQZdW6Zy4
Erixextrada11,2023-01-20 08:41:28+00:00,"Penyampaian dokumen atas dukungan PKB untuk menggalakkan masa jabatan wali Nagari atau kepala Desa 9 tahun.kepada Wali Nagari Singgalang Kec X Koto Kabupaten Tanah Datar SUMBAR.
@cakimiNOW https://t.co/oNywK0lFFu"
gus_mulyanash,2023-01-20 08:41:27+00:00,"Aspirasi Perwakilan Kepala Desa se-Indonesia ke Fraksi PKB DPR RI dalam rangka memperjuangkan masa bakti Kades 9 tahun untuk 1 periode masa jabatan 

*Wilujeng semoga berhasil https://t.co/BpD6xODX5z"
ndsetia,2023-01-20 08:38:01+00:00,"Penyerahan surat dukungan Fraksi PKB untuk memperjuangkan masa jabatan kepala desa dari 6 tahun menjadi masa jabatan selama 9 tahun.kepada BPK Heru Sopandi selaku kades Cikampek Selatan.

PKB untuk Desa
Gus Muhaimin https://t.co/wLf4EuJJ9W"
yosisoerya,2023-01-20 08:35:33+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@DPP_PKB
@zainul_munas"
manas_elana,2023-01-20 08:27:25+00:00,"Dana Desa harus diaudit secara benar, jangan kasih jalan kepada pemberlakuan masa Jabatan 9 tahun Kepala Desa yang nihil manfaat."
fbae14454,2023-01-20 08:26:24+00:00,"Terima kasih atas 
Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/G2dvZADclr"
eldwiha,2023-01-20 08:26:10+00:00,Penyerahan dokumen dukungan Fraksi PKB terhadap perjuangan kepala desa untuk merevisi masa jabatan kepala desa dari 6 tahun menjadi 9 tahun. https://t.co/xMkhK725kT
fbae14454,2023-01-20 08:25:38+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/aVI3rrcGSS"
Bapas_Magelang,2023-01-20 08:24:45+00:00,"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: MAU TAHU RESPON BPHN TENTANG USULAN PERUBAHAN MASA JABATAN KEPALA DESA?*
https://t.co/Jo6LNgQOcY"
infiniitylv,2023-01-20 08:23:20+00:00,"seandainya anak tk lulus terus jadi kepala desa, pas beres masa jabatan udah jadi anak sma. tertarik?"
el_deehaa,2023-01-20 08:23:03+00:00,Apresiasi kepala desa terhadap dukungan PKB untuk perubahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun. https://t.co/MCoZv73shK
ibranarada2,2023-01-20 08:22:36+00:00,"Bersama Kepala Desa Cidikit, Kecamatan Bayah.
Makasih Fraksi PKB yg telah mendengar / merespon 11 aspirasi Kades &amp; Perangkat Desa. Salah satunya perpanjangan masa jabatan kades dari 6 ke 9.
Makasih Gus Muhaimin @cakimiNOW Gus Menteri @halimiskandarnu https://t.co/93Co9AnedR"
SarnataTj,2023-01-20 08:21:27+00:00,"Mendorong memasukan revisi UU Desa pada pembahasan Prolegnas prioritas tahun 2023 dan mendorong revisi masa satu priode jabatan menjadi 9 tahun kepala desa. 

#GusMuhaimin 
#pkbuntukdesa https://t.co/oP2Dqe4yiq"
imrodili,2023-01-20 08:18:48+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
@Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/75CPmnudlg"
CristiHilma,2023-01-20 08:18:10+00:00,"Masa jabatan kepala desa akan di tambah hingga 9 tahun 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#PERPPUCiptaKerjaDukungPertumbuhanEkonomi https://t.co/CCvy4FHgyW"
RajaPerda,2023-01-20 08:17:27+00:00,"DPR RI fraksi PKB Mengawal aspirasi kepala desa se indonesia untuk masa jabatan kepala desa 6 tahun menjadi 9 tahun.

PKBBersamaKades
Gusmuhaimin https://t.co/yW5j3nsqgD"
AndhyAhsan,2023-01-20 08:15:40+00:00,Dukungan Kepala Desa terhadap FPKB dalam rangka memperjuangkan Perubahan UU No 6 Tahun 2014 tentang Masa Jabatan Kepala Desa 6 Tahun menjadi 9 Tahun https://t.co/auxMUtK2Pt
Migran_TV_7777,2023-01-20 08:14:44+00:00,"3 Isu Pukimak Yang Akar Masalahnya Sama :

1. Bentrok Tenaga Kerja Lokal dengan Tenaga Kerja China di Manowari Utara.

2. Luhut Binsar Panjaitan Mengajak Para Kepala Daerah Melawan OTT @KPK_RI 

3. Para Kepala Desa di Mobilisasi Untuk Memperpanjang Masa Jabatan Jadi 9 Tahun."
NewsJerami,2023-01-20 08:12:48+00:00,"Abdul Halim Iskandar, Mendes PDTT, mengatakan bahwa rakyat desa beruntung kalau masa jabatan kepala desa menjadi 9 tahun.

https://t.co/WyBRaSxiTQ"
kompascom,2023-01-20 08:05:00+00:00,"Ketua DPR Puan Maharani mengatakan, pihaknya akan berdiskusi dengan pemerintah untuk mencari solusi terkait tuntutan para kepala desa yang meminta masa jabatan diperpanjang dari 6 tahun jadi 9 tahun. &lt; #PuanMaharani #MasaJabatanKades https://t.co/0chL5Dx1QB"
nu_online,2023-01-20 08:04:32+00:00,Kepala desa diminta untuk meningkatkan prestasi dan kualitas ketimbang mengusulkan tambahan masa jabatan. https://t.co/zvQCplyxh5
atik_sajah,2023-01-20 08:03:27+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/1BDsHUdvxE"
atik_sajah,2023-01-20 08:01:30+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
@Brigade01Arwan1 
@DPP_PKB 
@feri_sus77bkl https://t.co/otNQwZEFAl"
herikiswanto_st,2023-01-20 07:59:30+00:00,Respect kepala desa atas perjuangan PKB mendukung masa  jabatan Kades 9 tahun https://t.co/jbCP41VATH
Buharibpk,2023-01-20 07:52:30+00:00,"Geraka kepala Desa mendukung PKB dalam merefisi UU Desa kw dalam Prolegnas Prioritas 2023,Sepakat merperjuangkan masa jabatan kepala desa dari masa jabatan 6 tahun menjadi masa jabatan selama 9 tahun. https://t.co/C0MhbGwgtM"
Ngadikunadi,2023-01-20 07:42:42+00:00,Dukung PKB tuk masa jabatan kepala desa 9 tahun https://t.co/6j4HOLJP5u
marwan88235258,2023-01-20 07:38:09+00:00,"Wacana penambahan masa jabatan Kepala Desa disambut baik
#KemendesPDTT
#DesaBisa
#MulaiDariDesa https://t.co/bkPGs8F65t"
tonggeret01,2023-01-20 07:37:07+00:00,"Perpanjangan masa jabatan kepala desa menjadi 9 tahun didukung oleh pemerintah dan DPR, pasti akan disetuju dong. Permintaan perpanjangan waktu jabatan kepala desa ada kepentingan apa sih?
1. Demi kepentingan partai politik dan politisi sebagai daerah kantong suara untuk"
tonggeret01,2023-01-20 07:35:08+00:00,"Sejak tanggal pelantikan"". Jadi kalau selama 3 periode berkuasa sebagai kepala desa sama juga berkuasa selama 18 tahun. Menariknya ketika kepala desa kemarin sempat melakukan aksi demonstrasi untuk meminta perpanjangan waktu dari masa jabatan 6 tahun menjadi selama 9 tahun"
herikiswanto_st,2023-01-20 07:35:04+00:00,Kepala Desa mendukung  Fraksi PKB untuk masa jabatan kepala Desa 9 tahun https://t.co/0pCcuhhFAc
CalistoProtoc0l,2023-01-20 07:29:26+00:00,"@Intel_ORBA Kepala desa gak punya nyali sebenarnya, ini kepala desa menuntut 9 tahun masa jabatan tampaknya begitu kuat mereka di mobilisasi oleh aktor intelektual di belakang layar. Yg mampu begini biasa rezim dan partai penguasa. Kemungkinan ini memang keingina rezim dgn memobilisasi kades"
cepione8,2023-01-20 07:29:21+00:00,"Mendukung 9 Tahun Masa Jabatan Kepala Desa 
#GusMuhaimin 
#PKBBersamaKades https://t.co/I7dLMd6Bqa"
colakun86,2023-01-20 07:29:03+00:00,"Apresiasi dari Kepala Desa atas Perjuangan DPP PKB terkait masa jabatan Kades 9 Tahun
PKB Untuk Desa
Gus Muhaimin
@cakimiNOW 
#pkbuntukdesa https://t.co/aQm067jea7"
DilanDaewokas,2023-01-20 07:25:21+00:00,"@budimandjatmiko Mohon maaf bang Budiman, tolong jangan ikuti maunya para Kades terkait masa jabatan 9 tahun. Di Papua mayoritas Kepala desa/kepala kampung malah foya2 dgn duit dana desa. Tak ada tindakan dari aparat terkait penggunaan dana desa yg tdk jelas itu!"""
MeyerVirgo,2023-01-20 07:24:17+00:00,"PKB Mengawal..
Revisi UU Desa No 6 Tahun 2014 Tentang Desa Atas Masa Jabatan Kepala Desa. https://t.co/dODm2WoWuV"
BarronIndra,2023-01-20 07:23:44+00:00,"Masa jabatan kepala desa akan ditambah hingga 9 tahun. Luar biasa Presiden Jokowi.

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#PERPPUCiptaKerjaDukungPertumbuhanEkonomi https://t.co/imC56ENqsg"
rafflestoupuy,2023-01-20 07:21:41+00:00,"Bentuk dukungan dan apresiasi kepada PKB atas bantuan dan dukungan terhadap revisi uud desa terkusus masa jabatan kepala desa dr 6 tahun menjadi 9 tahun
@tppkemendes
@halimiskandarnu 
@cakimiNOW 
@AcehTpp https://t.co/4M8omCbIKe"
SuryaPanuntun,2023-01-20 07:21:28+00:00,"16. Dan sangat disayangkan pula apabila pengakomodasian tuntutan para kepala desa untuk merevisi UU Desa  (perpanjangan masa jabatan kades) ternyata juga disusupi maksud lain yg terkait dng agenda politik menjelang pemilu serentak 2024.

@Fahrihamzah https://t.co/8pk4jEVaXY"
rafflestoupuy,2023-01-20 07:16:44+00:00,"Bentuk dukungan dan apresiasi kepada PKB atas bantuan dan dukungan terhadap revisi uud desa terkusus masa jabatan kepala desa dr 6 tahun menjadi 9 tahun
@tppkemendes
@halimiskandarnu 
@cakimiNOW 
@AcehTpp https://t.co/KFkVDNAatd"
UgikAbah,2023-01-20 07:15:18+00:00,"Sukseskan Perubahan UU Masa Jabatan Kepala Desa

PKB Untuk Desa
Gus Muhaimin https://t.co/oobJCsAGX7"
AndreNoya2,2023-01-20 07:14:08+00:00,"Terima Kasih PKB atas Dukungan masa jabatan kepala Desa menjadi 9 tahun
Surat Dukungan Ibu Kades Desa Namara Kec. Aru Tengah Kab.Kep.Aru https://t.co/oBFvp7A1Xv"
sukie_jogja,2023-01-20 07:12:12+00:00,"Dukungan untu masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun.
#PKBUntukDesa"
Baston23249254,2023-01-20 07:11:14+00:00,"Testimoni Konten Video Kepala Desa Muara Kati Baru II , Desa Kebur kecamatan Tiang Pumpung Kepungut, atas perjuangan Gus Muhaimin Melalui Partai PKB memasukkan Review Undang - Undang Desa pada PROLEGNAS DPR RI Tahun 2023 terkait Masa Jabatan KADES dari 6 Tahun Menjadi 9 Tahun. https://t.co/2hbsthuBr6"
IDWS,2023-01-20 07:08:30+00:00,"Wacana Penambahan Masa Jabatan Kepala Desa Dinilai Ancam Demokrasi https://t.co/55sk3g6cTK via @idws 

#IDWS"
ndunksuhandi,2023-01-20 07:05:56+00:00,"9 Tahun Masa Jabatan Kepala Desa
PKB untuk Desa
Gus Muhaimin https://t.co/yLSHyVhIb1"
Priyatna_nusae,2023-01-20 07:03:49+00:00,"kebijakan strategis  masa jabatan kades menjadi 9 tahun.
PKB Untuk Desa
Gus Muhaimin.
Kepala Desa dan Perangkat Desa merupakan manivestasi kehadiran Pemerintah Pusat dan Pemerintah Daerah di tengah Masyarakat desa

Saatnya Desa Bangkit untuk Kebangkitan Bangsa https://t.co/gUKPJg1has"
Wahyudenis11,2023-01-20 07:01:22+00:00,"kini masa jabatan kepala desa akan ditambah
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#PERPPUCiptaKerjaDukungPertumbuhanEkonomi https://t.co/kHzt4Nv4Xm"
AnandaHakim9,2023-01-20 07:00:44+00:00,"kini masa jabatan kepala desa akan ditambah
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#PERPPUCiptaKerjaDukungPertumbuhanEkonomi https://t.co/x3gImFl72q"
Samhuri19,2023-01-20 06:58:27+00:00,Ucapan terimakasih Kepala desa atas dukungan terhadap aspirasi kepala desa tentang masa jabatan kepala desa dari 6 tahun menjadi 9 tahun https://t.co/sptact3WNv
Mustami03368263,2023-01-20 06:56:18+00:00,"PKB bersama kepala desa 
Masa jabatan kepala desa dari 6 tahun menjadi 9 tahun https://t.co/ntnLoriccU"
SupriyantoLamp1,2023-01-20 06:52:26+00:00,"#pkbuntukdesa 
aprisiasi atas Perjuangan Untuk Desa DPPKB masa jabatan 9 tahun Kepala Desa
@cakimiNOW 
@DPP_PKB https://t.co/qWYiLijfiA"
Rofikyuliandi87,2023-01-20 06:50:45+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.
#KemendesPDTT
#DesaBisa
#MulaiDariDesa 
@FSapta_Putra https://t.co/MifcJ0iKV8"
newsmerahputih,2023-01-20 06:45:30+00:00,"Puan Maharani kaji ulang efektivitas perpanjangan masa jabatan kepala desa.

#merahputihcom #puanmaharani #kades #dpr #politik 

https://t.co/9dtIJ1USAf"
SailanNewi3,2023-01-20 06:44:58+00:00,"Apresiasi kepada PKB atas perpanjangan masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun
@cakimiNOW 
@halimiskandarnu https://t.co/mRSX6zTz4f"
haryati_sri5,2023-01-20 06:44:37+00:00,"PKB untuk Desa
Gus Muhaimin
Ucapan terimakasih kepada Mendes dan PKB dari Kades Sukajadi Kragilan Serang atas dukungan perpanjangan masa jabatan Kepala Desa menjadi 9 tahun https://t.co/VypAGuqJzZ"
AsepYus40188263,2023-01-20 06:44:19+00:00,"Memasukan Revisi UU Desa ke dalam Prolegnas Prioritas 2023
Sepakat Memperjuangakan masa Bakti atau masa jabatan Kepala.Desa ,dari masa jabatan 6 Tahun Menjadi 9 Tahun 

PKB UNTUK DESA 
#GusMuhaimin https://t.co/aXAlZ5pBV8"
Om_HME,2023-01-20 06:44:07+00:00,"@BosPurwa Orba hanya membuat masa jabatan kepala desa 8thn utk mendapatkan dukungan dr Kepala Desa yg ingin menghegemoni masyarakat desa dgn feodal. Rezim skrg tdk tanggung2 dibuatnya mjd 9thn.

Yg dulu mengakunya sangat benci dgn Orba, skrg semua aturan dibuatnya melebihi Orba."
yudinuralim,2023-01-20 06:42:10+00:00,"Ditambah dengan pergantian Kepala Desa otomatis di tahun berikutnya muncul biaya pembinaan untuk Kepala Desa baru ini.

Ini mungkin menjadi alasan logis bagi beberapa Kades kemarin meminta untuk penambahan masa jabatan menjadi 9 Tahun."
purnama_aman,2023-01-20 06:41:54+00:00,"Apresiasi Kepala Desa terkait usulan Jabatan Masa Kepala Desa dari 6 Tahun menjadi 9 Tahun.

#pkbuntukdesa untuk Desa
@baGUSMUHAIMIN24 https://t.co/lsJd6MWiZz"
AbdulPiga,2023-01-20 06:41:42+00:00,Mendorong revisi undang undang tentang masa jabatan kepala desa 9 tahun https://t.co/L8QqGVCFlx
SailanNewi3,2023-01-20 06:40:49+00:00,"Selamat Atas Perjuangan PKB mendorong Masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun
@cakimiNOW 
@halimiskandarnu https://t.co/mg962wHlad"
deru_tiwu,2023-01-20 06:40:48+00:00,"Apresiasi Kepala Desa untuk Frkasi PKB dalam memperjuangkan revisi UUDesa terkait masa jabatan Kepala Desa dari 6 tahun menjadi 9 tahun.
Semoga sukses
#PKBUntukDesa
#GusMuhaimin https://t.co/ZcE1Y8ImWV"
